ID,OWNERID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTVIEWEDDATE,LASTREFERENCEDDATE,ANALYSIS_CODE__C,ANALYSIS_DIMENSION__C,ANALYSIS_NAME_DEL__C,LABEL__C,SHORT_HEADING__C,STATUS__C,LA1_CODE_LEGAL_ENTITY__C,LA2__C
a3S67000000aZbpEAE,005b0000001FVCNAA4,FALSE,FIO,GBP,1601291071000,005b0000001FVCNAA4,1601291071000,005b0000001FVCNAA4,1601291071000,,,FIO,03,,Certificate in Financial Crime Compliance,FIO,,a3Qb000000000t6EAA,
a3S0X000000Vla7UAC,005b0000001FVCNAA4,FALSE,2412,GBP,1583251197000,005b0000001FVCNAA4,1583251197000,005b0000001FVCNAA4,1583251197000,,,2412,03,,IPFA 2021,,,a3Qb000000000tLEAQ,WLR - AP6 - AP Pensions - Pension Funds & Advisors 2017
a3S67000000adM5EAI,0050X000008uaG0QAI,FALSE,1921,GBP,1608470868000,0050X000008uaG0QAI,1609245607000,005b0000000L77LAAS,1609245607000,,,1921,03,,AXCO Europe,1921,,a3Q67000000aVmkEAE,
a3S67000000ae63EAA,005b0000000LhTlAAK,FALSE,LDFED,GBP,1611054098000,005b0000000LhTlAAK,1611054098000,005b0000000LhTlAAK,1611054098000,,,LDFED,03,,ICA (LT) Intro to Investigations – Digital Forensics Electronic Disclosure/eDiscovery,,,a3Qb000000000tIEAQ,
a3S67000000af64EAA,005b0000001FVCNAA4,FALSE,APR,GBP,1612959256000,005b0000001FVCNAA4,1612959256000,005b0000001FVCNAA4,1612959256000,,,APR,03,,Apprenticeships,,,a3Qb000000000t5EAA,MCA - ME1 - Training Income
a3S67000000eC9IEAU,005b0000001FVCNAA4,FALSE,IMLES,GBP,1614090984000,005b0000001FVCNAA4,1614090984000,005b0000001FVCNAA4,1614090984000,,,IMLES,03,,Certificate in AML (Spanish),IMLES,,a3Qb000000000t6EAA,
a3S67000000eCUpEAM,005b0000001FVCNAA4,FALSE,L155,GBP,1614785355000,005b0000001FVCNAA4,1614785355000,005b0000001FVCNAA4,1614785355000,,,L155,03,,Public Anti-Social Behaviour – How to Initiate Legal Action,L155,,a3Qb000000000tIEAQ,
a3S67000000eENlEAM,005b0000001FVCNAA4,FALSE,L046,GBP,1618909276000,005b0000001FVCNAA4,1618909276000,005b0000001FVCNAA4,1618909276000,,,L046,03,,Accident Investigation Training (Public),,,a3Qb000000000tIEAQ,LT2 - LP1 - PUBLIC - Full Days CPD
a3S0X000000Vlx1UAC,005b0000001FVCNAA4,FALSE,LRNT,GBP,1585907755000,005b0000001FVCNAA4,1585907755000,005b0000001FVCNAA4,1585907755000,,,LRNT,03,,Specialist Certificate (LT) in Money Laundering Risk & New Technology Online,,,a3Qb000000000tIEAQ,
a3Sb00000000zCGEAY,005b0000000L061AAC,FALSE,WH404,GBP,1480605508000,005b0000000L061AAC,1481820885000,005b0000000L061AAC,1553269600000,,,WH404,03,,Reference Products,WH404,,a3Qb00000008UFSEA2,"WHC - WH4 - Planning, Resource and Optimisation"
a3S0X000000hTdjUAE,005b0000001FVCNAA4,FALSE,APC,GBP,1593770338000,005b0000001FVCNAA4,1593770338000,005b0000001FVCNAA4,1593770338000,,,APC,03,,Advanced Certificate in Practical CDD Online,,,a3Qb000000000t8EAA,
a3Sb00000004MhtEAE,005b0000001FVCNAA4,FALSE,6605,GBP,1414144690000,005b0000001FVCNAA4,1424887679000,005b0000000L061AAC,1424887679000,,,6605,03,,Halo (MIL),Halo,,a3Qb000000000tKEAQ,
a3S0X000000hVIdUAM,005b0000001FVCNAA4,FALSE,SPM,GBP,1596705621000,005b0000001FVCNAA4,1596705621000,005b0000001FVCNAA4,1596705621000,,,SPM,03,,Spec Cert in MSR,,,a3Qb000000000syEAA,
a3Sb00000004OTqEAM,005b0000000L061AAC,FALSE,3609,GBP,1424881111000,005b0000000L061AAC,1424887244000,005b0000000L061AAC,1424887244000,1632325288000,1632325288000,3609,03,3609,BOL - Clinical Directorates,,,a3Qb000000000swEAA,
a3S67000000aZKZEA2,005b0000001FVCNAA4,FALSE,RCK,GBP,1600775021000,005b0000001FVCNAA4,1600775040000,005b0000001FVCNAA4,1600775040000,,,RCK,03,,Adv Cert in Reg Comp online – Kuwait,,,a3Qb000000000t8EAA,
a3S670000002Ow0EAE,005b0000001FVCNAA4,FALSE,K109,GBP,1626856789000,005b0000001FVCNAA4,1626856789000,005b0000001FVCNAA4,1626856789000,,,K109,03,,Charity Choice UK 2022,,,a3Qb000000000tLEAQ,WLR - A6E - CHARITIES
a3S670000002P5lEAE,005b0000000LhTlAAK,FALSE,SOIHB,GBP,1627554405000,005b0000000LhTlAAK,1627554405000,005b0000000LhTlAAK,1627554405000,,,SOIHB,03,,In House Bespoke,,,a3Qb000000000syEAA,
a3S67000000eDrBEAU,005b0000000LhTlAAK,FALSE,MREC,GBP,1617890676000,005b0000000LhTlAAK,1617890676000,005b0000000LhTlAAK,1617890676000,,,MREC,03,,Malaysia Recharges,,,a3Q0X000000poSsUAI,
a3S67000000eFE6EAM,005b0000000LhTlAAK,FALSE,LPGD,GBP,1621261297000,005b0000000LhTlAAK,1621261297000,005b0000000LhTlAAK,1621261297000,,,LPGD,03,,"ICA (LT) Professional Postgraduate Diploma in Governance, Risk & Compliance",,,a3Qb000000000tIEAQ,
a3Sb00000000zCBEAY,005b0000000L061AAC,FALSE,WH403,GBP,1480605487000,005b0000000L061AAC,1481820879000,005b0000000L061AAC,1553269600000,,,WH403,03,,Medicines Management Dashboard,WH403,,a3Qb00000008UFSEA2,"WHC - WH4 - Planning, Resource and Optimisation"
a3S670000002P5WEAU,005b0000000LhTlAAK,FALSE,SOFRT,GBP,1627554348000,005b0000000LhTlAAK,1627554348000,005b0000000LhTlAAK,1627554348000,,,SOFRT,03,,Cert in FC Risk and New Tech,,,a3Qb000000000syEAA,
a3S0X0000010G21UAE,005b0000000L061AAC,FALSE,PLD,GBP,1541680459000,005b0000000L061AAC,1552903853000,005b0000000L1KUAA0,1553267850000,,,PLD,03,,CLT Paralegal Distance Learning,PLD,,a3Qb000000000tMEAQ,CLT - L6 - CLT Special Programnmes
a3S670000002P5qEAE,005b0000000LhTlAAK,FALSE,SOIFB,GBP,1627554424000,005b0000000LhTlAAK,1627554424000,005b0000000LhTlAAK,1627554424000,,,SOIFB,03,,In House F2F Blended,,,a3Qb000000000syEAA,
a3S67000000ab02EAA,005b0000000L77LAAS,FALSE,LBCOM,GBP,1603208006000,005b0000000L77LAAS,1603208006000,005b0000000L77LAAS,1603208006000,,,LBCOM,03,,ICA (LT) Advanced Certificate in Business Compliance Online,,,a3Qb000000000tIEAQ,
a3S0X000000VjLrUAK,005b0000001FVCNAA4,FALSE,COPAR,GBP,1580482995000,005b0000001FVCNAA4,1599651320000,005b0000001FVCNAA4,1599651320000,,,COPAR,03,,Mercia ROI Practice Assurance Compliance Manual,,,a3Q0X000000OhZxUAK,
a3S0X000000VlZnUAK,005b0000001FVCNAA4,FALSE,K106,GBP,1583251084000,005b0000001FVCNAA4,1583251084000,005b0000001FVCNAA4,1583251084000,,,K106,03,,Charity Choice Scotland 2021,,,a3Qb000000000tLEAQ,WLR - A6E - CHARITIES
a3S0X000000VlZsUAK,005b0000001FVCNAA4,FALSE,K107,GBP,1583251110000,005b0000001FVCNAA4,1583251110000,005b0000001FVCNAA4,1583251110000,,,K107,03,,Charity Choice N.I 2021,,,a3Qb000000000tLEAQ,WLR - A6E - CHARITIES
a3S0X000000VlZxUAK,005b0000001FVCNAA4,FALSE,K108,GBP,1583251130000,005b0000001FVCNAA4,1583251130000,005b0000001FVCNAA4,1583251130000,,,K108,03,,Charity Choice UK 2021,,,a3Qb000000000tLEAQ,WLR - A6E - CHARITIES
a3S0X000000Vla2UAC,005b0000001FVCNAA4,FALSE,2392,GBP,1583251170000,005b0000001FVCNAA4,1583251170000,005b0000001FVCNAA4,1583251170000,,,2392,03,,PFA 2021,,,a3Qb000000000tLEAQ,WLR - AP6 - AP Pensions - Pension Funds & Advisors 2017
a3S0X000000VlaCUAS,005b0000001FVCNAA4,FALSE,4514,GBP,1583251258000,005b0000001FVCNAA4,1583251258000,005b0000001FVCNAA4,1583251258000,,,4514,03,,Top 3000 Charities 2021,,,a3Qb000000000tLEAQ,WLR - CD1 - CaritasData Ltd - Charities Financial
a3S0X000000Vlj9UAC,005b0000000L77LAAS,FALSE,OTIS1,GBP,1583764163000,005b0000000L77LAAS,1626272736000,0050X000008wUh3QAE,1626272736000,,,OTIS1,03,,OTIS MCA,,,a3Qb000000000t5EAA,MCA - ME3 - Technical Support
a3S0X000000VljEUAS,005b0000000L77LAAS,FALSE,OTIS2,GBP,1583764178000,005b0000000L77LAAS,1583764178000,005b0000000L77LAAS,1583764178000,,,OTIS2,03,,OTIS MNI,,,a3Qb000000000t5EAA,
a3S0X000000VljJUAS,005b0000000L77LAAS,FALSE,OTIS3,GBP,1583764195000,005b0000000L77LAAS,1583764195000,005b0000000L77LAAS,1583764195000,,,OTIS3,03,,OTIS MRI,,,a3Qb000000000t5EAA,
a3S0X000000VljOUAS,0050X000008UT9XQAW,FALSE,OTIS1,GBP,1583768313000,0050X000008UT9XQAW,1583770080000,0050X000008UT9XQAW,1583770080000,,,OTIS1,03,,MCA - OTIS1,,,a3Qb000000000t5EAA,
a3S0X000000VlmmUAC,0050X000008UT9XQAW,FALSE,OTIS2,GBP,1584025056000,0050X000008UT9XQAW,1599646364000,005b0000001FVCNAA4,1599646364000,,,OTIS2,03,,Mercia NI - OTIS2,,,a3Q0X000000OhZsUAK,
a3S67000000abY9EAI,005b0000001FVCNAA4,FALSE,LGBM,GBP,1603989905000,005b0000001FVCNAA4,1603989905000,005b0000001FVCNAA4,1603989905000,,,LGBM,03,,ICA (LT) Specialist Certificate in Financial Crime Risk in Global Banking and Markets,,,a3Qb000000000tIEAQ,
a3S67000000abxOEAQ,005b0000001FVCNAA4,FALSE,LCGOV,GBP,1605093520000,005b0000001FVCNAA4,1605093520000,005b0000001FVCNAA4,1605093520000,,,LCGOV,03,,ICA (LT) Specialist Certificate in Corporate Governance,,,a3Qb000000000tIEAQ,
a3S67000000acArEAI,005b0000001FVCNAA4,FALSE,IS3,GBP,1605794992000,005b0000001FVCNAA4,1605794992000,005b0000001FVCNAA4,1605794992000,,,IS3,03,,Fund Management,,,a3Qb000000000syEAA,
a3S67000000ad4LEAQ,005b0000001FVCNAA4,FALSE,L189,GBP,1607511090000,005b0000001FVCNAA4,1607511090000,005b0000001FVCNAA4,1607511090000,,,L189,03,,Public Technical Report Writing,,,a3Qb000000000tIEAQ,
a3S67000000adLCEAY,005b0000001FVCNAA4,FALSE,LCRY,GBP,1608204278000,005b0000001FVCNAA4,1608204278000,005b0000001FVCNAA4,1608204278000,,,LCRY,03,,ICA (LT) Demystifying Cryptocurrencies,,,a3Qb000000000tIEAQ,
a3S67000000adMFEAY,0050X000008uaG0QAI,FALSE,1923,GBP,1608470934000,0050X000008uaG0QAI,1609245559000,005b0000000L77LAAS,1609245559000,,,1923,03,,AXCO Middle East & Africa,1923,,a3Q67000000aVmkEAE,
a3S67000000eC8oEAE,005b0000001FVCNAA4,FALSE,ICLFR,GBP,1614090474000,005b0000001FVCNAA4,1614090474000,005b0000001FVCNAA4,1614090474000,,,ICLFR,03,,Certificate in Compliance (French),ICLFLR,,a3Qb000000000t6EAA,
a3S67000000eC8tEAE,005b0000001FVCNAA4,FALSE,ICLRU,GBP,1614090531000,005b0000001FVCNAA4,1614090531000,005b0000001FVCNAA4,1614090531000,,,ICLRU,03,,Certificate in Compliance (Russian),ICLFRU,,a3Qb000000000t6EAA,
a3S67000000eC93EAE,005b0000001FVCNAA4,FALSE,IMLFR,GBP,1614090637000,005b0000001FVCNAA4,1614090637000,005b0000001FVCNAA4,1614090637000,,,IMLFR,03,,Certificate in AML (French),IMLFR,,a3Qb000000000t6EAA,
a3S67000000eC98EAE,005b0000001FVCNAA4,FALSE,IMLRU,GBP,1614090661000,005b0000001FVCNAA4,1614090661000,005b0000001FVCNAA4,1614090661000,,,IMLRU,03,,Certificate in AML (Russian),IMLRU,,a3Qb000000000t6EAA,
a3S67000000eCUkEAM,005b0000001FVCNAA4,FALSE,L154,GBP,1614784669000,005b0000001FVCNAA4,1614784669000,005b0000001FVCNAA4,1614784669000,,,L154,03,,Public Accident Investigations Training,L154,,a3Qb000000000tIEAQ,
a3S67000000eCUuEAM,005b0000001FVCNAA4,FALSE,L156,GBP,1614785376000,005b0000001FVCNAA4,1614785376000,005b0000001FVCNAA4,1614785376000,,,L156,03,,Public Initiating Legal Action in Rent Arrears Cases,L156,,a3Qb000000000tIEAQ,
a3S67000000eCV9EAM,005b0000000LhTlAAK,FALSE,L158,GBP,1614876435000,005b0000000LhTlAAK,1614876435000,005b0000000LhTlAAK,1614876435000,,,L158,03,,Employment Investigations and the Application of Disciplinary Procedures (Public),L158,,a3Qb000000000tIEAQ,
a3S67000000eCZ6EAM,005b0000000LhTlAAK,FALSE,GPP,GBP,1615386410000,005b0000000LhTlAAK,1615386410000,005b0000000LhTlAAK,1615386410000,,,GPP,03,,General Practice Package,,,a3Qb000000000t5EAA,MCA - ME3 - Technical Support
a3S67000000eD0lEAE,005b0000000LhTlAAK,FALSE,CGPPM,GBP,1616153599000,005b0000000LhTlAAK,1616153599000,005b0000000LhTlAAK,1616153599000,,,CGPPM,03,,Core General Practice Procedures Manua,,,a3Qb000000000t5EAA,MCA - ME3 - Technical Support
a3S0X000000VlmrUAC,0050X000008UT9XQAW,FALSE,OTIS3,GBP,1584025076000,0050X000008UT9XQAW,1599651335000,005b0000001FVCNAA4,1599651335000,,,OTIS3,03,,Mercia ROI - OTIS3,,,a3Q0X000000OhZxUAK,
a3S0X000000Vlx6UAC,005b0000001FVCNAA4,FALSE,LMSO,GBP,1585907783000,005b0000001FVCNAA4,1585907783000,005b0000001FVCNAA4,1585907783000,,,LMSO,03,,Certificate (LT) in Managing Sanctions Risk Online,,,a3Qb000000000tIEAQ,
a3S0X000000VlxBUAS,005b0000001FVCNAA4,FALSE,SOIRO,GBP,1585911586000,005b0000001FVCNAA4,1585911586000,005b0000001FVCNAA4,1585911586000,,,SOIRO,03,,ICA Advanced Certificate in Managing Sanctions Ris,,,a3Qb000000000syEAA,ICS - SOT - Singapore Other - Certificate in AML Awareness Training
