ID,OWNERID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTVIEWEDDATE,LASTREFERENCEDDATE,ANALYSIS_CODE__C,ANALYSIS_DIMENSION__C,ANALYSIS_NAME_DEL__C,SHORT_HEADING__C,STATUS__C,DOCUMENT_FOOTER_CONTENT__C,BILLING_COMPANY__C,BILLING_START_DATE__C,CREDIT_CONTROL_EMAIL_ADDRESS__C,CREDIT_CONTROL_PHONE_NUMBER__C,WILMINGTON_DIVISION__C,EC_COUNTRY__C,EXEMPT_TAX_CODE__C,TAXTYPE__C,TAX_COUNTRY_CODE__C,TAX_REGISTRATION_NUMBER__C,LA1_LOGO_DISPLAY__C,LA1_LOGO_URL__C
a3Qb00000008Tn9EAE,005b0000000L061AAC,FALSE,ICN,GBP,1474300637000,005b0000000L061AAC,1516717781000,005b0000000L77LAAS,1519143005000,1632325290000,1632325290000,ICN,01,ICT North America,ICN,Active,"International Compliance Training North America, part of Wilmington plc",a0nb0000002qgRaAAI,2017-03-01,wte.creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Risk & Compliance,FALSE,a20b00000004t8LAAQ,SUT,US,,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Qb00000008UFSEA2,005b0000000L061AAC,FALSE,WHC,GBP,1477563025000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,WHC,01,Wilmington Healthcare Ltd,WHC,Active,"Wilmington Healthcare Ltd, part of Wilmington plc Registered in England no: 2530185. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 01268 495600 Fax: 01268 495602. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2017-01-01,creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Healthcare,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.ImageServer?id=015b0000003r5K7&amp;oid=00Db0000000df5E&amp;lastMod=1480603999000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.ImageServer?id=015b0000003r5K7&oid=00Db0000000df5E&lastMod=1480603999000
a3Qb00000008ULuEAM,005b0000000L061AAC,FALSE,FRA,GBP,1479393148000,005b0000000L061AAC,1612544419000,005b0000000L77LAAS,1612544419000,,,FRA,01,Wilmington FRA,FRA,Active,"Wilmington FRA, part of Wilmington plc.
Registered Office: Suite 240, 3420 Toringdon Way, Charlotte, North Carolina 28277, US.",a0nb0000002qgRaAAI,2018-01-01,sponsorshipwfra@wilmingtonplc.com,1-704-341-2391,Healthcare,FALSE,a20b00000004t8LAAQ,SUT,US,,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001l79L&amp;oid=00Db0000000df5E&amp;lastMod=1438354088000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001l79L&oid=00Db0000000df5E&lastMod=1438354088000
a3Qb00000008URsEAM,005b0000000L061AAC,FALSE,EVA,GBP,1480411592000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,EVA,01,Evantage Consulting Ltd,EVA,Active,"Evantage Consulting Ltd, part of Wilmington plc Registered in England no: 04297858. Registered Office: Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 01268 495600 Fax: 01268 495602. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2016-12-01,creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Healthcare,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Qb0000000TsFPEA0,005b0000000L061AAC,FALSE,WEL,GBP,1453737798000,005b0000000L061AAC,1545136175000,005b0000000L061AAC,1545136175000,1632325290000,1632325290000,WEL,01,Wilmington Healthcare Ltd,WEL,Inactive,"Wilmington Healthcare Ltd, part of Wilmington plc Registered in England no: 2530185. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 01268 495600 Fax: 01268 495602. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2016-02-01,creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Healthcare,FALSE,,,,,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Qb000000000t5EAA,005b0000000L061AAC,FALSE,MCA,GBP,1410534234000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,MCA,01,Mercia Group Ltd,MCA,Active,"Mercia Group Ltd, part of Wilmington plc. Registered in England no: 1464141. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 020 7490 0049. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2015-06-01,creditcontrol@wilmingtonplc.com,01268 495694,Professional,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000006ebDA&amp;oid=00Db0000000df5E&amp;lastMod=1533738642000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000006ebDA&oid=00Db0000000df5E&lastMod=1533738642000
a3Qb000000000t6EAA,005b0000000L061AAC,FALSE,ICT,GBP,1410534234000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,ICT,01,ICA Commercial Services Ltd,ICT,Active,"ICA Commercial Services Ltd, part of Wilmington plc, Registered in England no: 4363296. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 0121 362 7534 Fax: 0121 240 3002. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2016-01-04,creditcontrol@wilmington.co.uk,+44 (0)1268 495694,Risk & Compliance,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001jkz6&amp;oid=00Db0000000df5E&amp;lastMod=1557474284000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001jkz6&oid=00Db0000000df5E&lastMod=1557474284000
a3Qb0000000kA4eEAE,005b0000000L061AAC,FALSE,IRE,GBP,1455544737000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,IRE,01,La Touche Training Ltd,IRE,Active,"La Touche Training Ltd, part of Wilmington plc. Suite 329, The Capel Building, Mary’s Abbey, Dublin 7. Tel: 01 878 8258 . VAT Number: IE 8227343Q",a0nb0000002qgRaAAI,2016-02-01,econnolly@latouchetraining.ie,01 8788 255,Professional,TRUE,a20b00000004t8LAAQ,VAT,IE,8227343Q,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001kCEd&amp;oid=00Db0000000df5E&amp;lastMod=1434539873000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001kCEd&oid=00Db0000000df5E&lastMod=1434539873000
a3Qb000000000t4EAA,005b0000000L061AAC,FALSE,AMT,GBP,1410534234000,005b0000000L061AAC,1545136224000,005b0000000L061AAC,1545136224000,1632325290000,1632325290000,AMT,01,AMT,AMT,Inactive,,,,,,Professional,FALSE,,,,,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Qb000000000t8EAA,005b0000000L061AAC,FALSE,ICD,GBP,1410534234000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,ICD,01,International Compliance Training (ME) Ltd,ICD,Active,"International Compliance Training (Middle East) Ltd, part of Wilmington plc. Dubai International Financial Centre, Centre of Excellence, The Gate Village, Building 2, Level 3, PO Box 506745, Dubai, UAE. Tel: + 971 (0) 4 4019310. TRN 100030723900003.",a0nb0000002qgRaAAI,2016-01-04,info.ictmiddleeast@int-comp.com,+971 4 4019310,Risk & Compliance,FALSE,a20b00000004t8LAAQ,VAT,AE,100030723900003,<img src=""https://wilmingtonplc--c.eu2.content.force.com/servlet/servlet.ImageServer?id=015b0000001jkz6&amp;oid=00Db0000000df5E"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu2.content.force.com/servlet/servlet.ImageServer?id=015b0000001jkz6&oid=00Db0000000df5E
a3Qb000000000t9EAA,005b0000000L061AAC,FALSE,AMU,GBP,1410534234000,005b0000000L061AAC,1551176188000,005b0000000L061AAC,1551176188000,1632325291000,1632325291000,AMU,01,AMT US,AMU,Inactive,,,,,,Professional,FALSE,,,,,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Qb000000000tBEAQ,005b0000000L061AAC,FALSE,BSL,GBP,1410534234000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,BSL,01,Bond Solon,BSL,Active,"Bond Solon, part of Wilmington plc, Registered in England no: 2271977. Registered Office: 5th Floor, 10 Whitechapel High Street London E1 8QS. Tel: 020 7549 2549. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2017-12-11,creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Professional,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu2.content.force.com/servlet/servlet.ImageServer?id=015b0000006AbGM&amp;oid=00Db0000000df5E"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu2.content.force.com/servlet/servlet.ImageServer?id=015b0000006AbGM&oid=00Db0000000df5E
a3Q0X000000Cp62UAC,005b0000000L05NAAS,FALSE,IMA,GBP,1528895893000,005b0000000L05NAAS,1617296335000,0050X000008UT9XQAW,1617296335000,,,IMA,01,Interactive Medica Sweden,IMA,Active,"Interactive Medica AB, part of Wilmington plc. Registered Office: Grev Magnigatan 5, 11455 Stockholm, Sweden. Company Number 556591-8553.",a0nb0000002qgRaAAI,2018-07-09,creditcontrol@wilmingtonplc.com,+34 9142 01300,Healthcare,TRUE,a20b00000004t8LAAQ,VAT,SE,SE 556 591 855 301,<img src=""https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.FileDownload?file=01567000009BPdR"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.FileDownload?file=01567000009BPdR
a3Q0X000000CpKOUA0,005b0000000L05NAAS,FALSE,ES,GBP,1529389973000,005b0000000L05NAAS,1617296335000,0050X000008UT9XQAW,1617296335000,,,ES,01,Interactive Medica Spain,ES,Active,,a0nb0000002qgRaAAI,2018-07-09,,,Healthcare,TRUE,a20b00000004t8LAAQ,VAT,ES,,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Q0X000000Oe0YUAS,005b0000000L77LAAS,FALSE,IAA,GBP,1568645230000,005b0000000L77LAAS,1617296335000,0050X000008UT9XQAW,1617296335000,,,IAA,01,ICA Audit Limited,IAA,Active,"ICA Audit Limited, Registered in England no: 04519229. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 0121 362 7747. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2019-09-16,wte.creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Risk & Compliance,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001jkz6&amp;oid=00Db0000000df5E&amp;lastMod=1557474284000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000001jkz6&oid=00Db0000000df5E&lastMod=1557474284000
a3Q0X000000OhZsUAK,0050X000008uaG0QAI,FALSE,MNI,GBP,1573229888000,0050X000008uaG0QAI,1617296335000,0050X000008UT9XQAW,1617296335000,,,MNI,01,Mercia NI Ltd,MNI,Active,"Mercia NI Ltd, part of Wilmington plc. Registered in Northern Ireland no: NI038498. Registered Office: Unit 9, Cloughoge Business Park, Newry, BT35 8WL. Tel: +44 (0)28 3083 5588. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2019-01-01,enquiries@merciaireland.com,+44 (0)28 3083 5588,Professional,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000006ebDA&amp;oid=00Db0000000df5E&amp;lastMod=1533738642000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000006ebDA&oid=00Db0000000df5E&lastMod=1533738642000
a3Qb000000000swEAA,005b0000000L061AAC,FALSE,BWD,GBP,1410534234000,005b0000000L061AAC,1545136272000,005b0000000L061AAC,1545136273000,1632325291000,1632325291000,BWD,01,Wilmington Healthcare Ltd,BWD,Inactive,"Wilmington Healthcare Ltd, part of Wilmington plc Registered in England no: 2530185. Registered Office: 5th Floor, 10 Whitechapel High Street, London, E1 8QS. Tel: 01268 495600 Fax: 01268 495602. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2015-04-01,creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Healthcare,FALSE,,,,,<img src="" "" alt=""No Logo"" border=""0""/>,
a3Qb000000000t1EAA,005b0000000L061AAC,FALSE,CLI,GBP,1410534234000,005b0000000L061AAC,1619608148000,0050X00000A79ttQAB,1619608148000,,,CLI,01,CLT International Ltd,CLI,Active,"CLT International Ltd, part of Wilmington plc, Registered in England no: 6309789. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 0121 362 7733 Fax: 0121 362 7510. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2015-09-04,wte.creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Risk & Compliance,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.FileDownload?file=01567000009Giud"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.FileDownload?file=01567000009Giud
a3Qb000000000tKEAQ,005b0000000L061AAC,FALSE,MIL,GBP,1410534234000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,MIL,01,Wilmington Millennium Ltd,MIL,Active,"Wilmington Millennium Ltd, part of Wilmington plc. Registered in England no: 08069752. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 020 7490 0049 Fax: 020 7608 1163. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2015-01-01,creditcontrol@wilmingtonplc.com,+44 (0)1268 495694,Healthcare,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b000000101xN&amp;oid=00Db0000000df5E&amp;lastMod=1500993567000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b000000101xN&oid=00Db0000000df5E&lastMod=1500993567000
a3Q0X000000CpKJUA0,005b0000000L05NAAS,FALSE,IML,GBP,1529389427000,005b0000000L05NAAS,1617296335000,0050X000008UT9XQAW,1617296335000,,,IML,01,Interactive Medica,IML,Active,"Interactive Medica Limited, part of Wilmington plc Registered in England no: 2530185. Registered Office: 5th Floor, 10 Whitechapel High Street, London E1 8QS. Tel: 01268 495600 Fax: 01268 495602. VAT Number: GB 899 3725 51.",a0nb0000002qgRaAAI,2018-07-09,mda@interactivemedica.com,+34 9142 01300,Healthcare,TRUE,a20b00000004t8LAAQ,VAT,GB,899372551,<img src=""https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.FileDownload?file=01567000009BPdR"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu41.content.force.com/servlet/servlet.FileDownload?file=01567000009BPdR
a3Q0X000000CpnBUAS,005b0000000L061AAC,FALSE,WSS,GBP,1531669988000,005b0000000L061AAC,1617296335000,0050X000008UT9XQAW,1617296335000,,,WSS,01,Wilmington,WSS,Active,,,,,,,FALSE,,VAT,,,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000000BSFH&amp;oid=00Db0000000df5E&amp;lastMod=1437644291000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=015b0000000BSFH&oid=00Db0000000df5E&lastMod=1437644291000
a3Q0X000000OhZxUAK,0050X000008uaG0QAI,FALSE,MRI,GBP,1573230000000,0050X000008uaG0QAI,1617296335000,0050X000008UT9XQAW,1617296335000,,,MRI,01,Mercia Ireland Ltd,MRI,Active,"Mercia Ireland Ltd, part of Wilmington plc. Registered in Republic of Ireland no: 321135. Registered Office: Suite 329, The Capel Building, Mary’s Abbey, Dublin 7, Republic of Ireland. Tel: +353 (0)1 809 0080 VAT Number: IE 6341135F.",a0nb0000002qgRaAAI,2019-01-01,enquiries@merciaireland.com,+353 (0)1 809 0080,Professional,TRUE,a20b00000004t8LAAQ,VAT,IE,IE 6341135F,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000006ebDA&amp;oid=00Db0000000df5E&amp;lastMod=1533738642000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000006ebDA&oid=00Db0000000df5E&lastMod=1533738642000
a3Q0X000000poSsUAI,005b0000000L77LAAS,FALSE,ICM,GBP,1551365708000,005b0000000L77LAAS,1584007072000,005b0000000L77LAAS,1584007072000,,,ICM,01,ICTA Malaysia,ICM,Active,"International Compliance Training (Malaysia) Sdn Bhd, part of Wilmington plc. Registered Address : Unit 30-01, Level 30, Tower A, Vertical Business Suite, Avenue 3, Bangsar South, No.8, Jalan Kerinchi 59200 Kuala Lumpur. Fax: +65 6327 9618.
Company Registration number: 201801024091 (1286111-W). Sales & Service Tax number : W10-2002-38000001",a0nb0000002qgRaAAI,2019-03-01,accounts@int-comp.com,+65 6500 0010 / 6500 0019,Risk & Compliance,FALSE,a20b00000004t8LAAQ,GST,MY,,<img src=""https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000007PMBX&amp;oid=00Db0000000df5E&amp;lastMod=1551372885000"" alt=""No Logo"" border=""0""/>,https://wilmingtonplc--c.eu10.content.force.com/servlet/servlet.ImageServer?id=0150X000007PMBX&oid=00Db0000000df5E&lastMod=1551372885000
