ID,NAME,PRICEBOOK2ID,PRODUCT2ID,CURRENCYISOCODE,UNITPRICE,ISACTIVE,USESTANDARDPRICE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,PRODUCTCODE,ISDELETED
01ub000000DL8zSAAT,Mortascreen Monthly Suppressions,01sb00000028JroAAE,01tb00000021qqjAAA,GBP,0.16,TRUE,FALSE,1412686362000,005b0000000L061AAC,1412686362000,005b0000000L061AAC,1412686362000,,FALSE
01ub000000DL99NAAT,Halo Subscription (Database: 501k - 1m records),01sb00000028JroAAE,01tb00000021rarAAA,GBP,50000,TRUE,FALSE,1412698555000,005b0000000L061AAC,1412698555000,005b0000000L061AAC,1412698555000,,FALSE
01ub000000lplytAAA,Deceased Data Sale,01sb00000028JroAAE,01tb0000003CBa1AAG,GBP,100,TRUE,FALSE,1419263731000,005b0000000L061AAC,1419263731000,005b0000000L061AAC,1419263731000,,FALSE
01ub000000lppALAAY,HR Nation: Data Sale: Multiple Use (DPM),01sb00000028JroAAE,01tb0000003CEveAAG,GBP,0.49,TRUE,FALSE,1420372829000,005b0000000L061AAC,1420374129000,005b0000000L061AAC,1420374129000,,FALSE
01ub000000lpxYzAAI,Handling charge,01sb00000028JroAAE,01tb0000003CIzrAAG,GBP,3.75,TRUE,FALSE,1421791073000,005b0000000L061AAC,1421791086000,005b0000000L061AAC,1421791086000,,FALSE
01ub000000DL9DtAAL,Smartlink Subscription (Database: up to 500k records),01sb00000028JroAAE,01tb00000021reKAAQ,GBP,5000,TRUE,FALSE,1412698997000,005b0000000L061AAC,1412698997000,005b0000000L061AAC,1422529768000,,FALSE
01ub000000DLAN7AAP,Smartdepart Bureau Licence,01sb00000028JroAAE,01tb00000021smuAAA,GBP,1000,TRUE,FALSE,1412946848000,005b0000000L061AAC,1412946857000,005b0000000L061AAC,1422529826000,,FALSE
01ub000000oPdysAAC,IPFA Postage & Packaging,01sb00000028JroAAE,01tb0000003CQIJAA4,GBP,7.5,TRUE,FALSE,1423670082000,005b0000000L061AAC,1423670082000,005b0000000L061AAC,1423670082000,,FALSE
01ub000000DKuiBAAT,LCA Principal Membership,01sb00000028JroAAE,01tb00000021cN9AAI,GBP,299,TRUE,FALSE,1408361070000,005b0000000L061AAC,1432908775000,005b0000000L061AAC,1432908775000,,FALSE
01ub000000oSNSpAAO,Administration of Estates - England & Wales - Workshop 2,01sb00000028JroAAE,01tb0000003DoOAAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565791000,,FALSE
01ub000000oSNShAAO,Diploma in Fund Administration - Alternative Investment Funds - Exam,01sb00000028JroAAE,01tb0000003DoPcAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565873000,,FALSE
01ub0000001KN4dAAG,Pension Funds Online: UK Data Cut - Single Use,01sb00000028JroAAE,01tb0000001zQxJAAU,GBP,500,TRUE,FALSE,1392213787000,005b0000000L04AAAS,1392213787000,005b0000000L04AAAS,1392811429000,,FALSE
01ub0000001KN3aAAG,Smee Legacy View: Data sale: Multiple Use,01sb00000028JroAAE,01tb0000001zQwBAAU,GBP,500,TRUE,FALSE,1392213152000,005b0000000L04AAAS,1392213152000,005b0000000L04AAAS,1392811695000,,FALSE
01ub0000001LCo6AAG,Smee Legacy View: Training,01sb00000028JroAAE,01tb00000020WuhAAE,GBP,1000,TRUE,FALSE,1397031543000,005b0000000L061AAC,1397031543000,005b0000000L061AAC,1397032215000,,FALSE
01ub000000DL98UAAT,Halo Subscription (Database: under 50k records),01sb00000028JroAAE,01tb00000021rZoAAI,GBP,5000,TRUE,FALSE,1412698297000,005b0000000L061AAC,1412698297000,005b0000000L061AAC,1412698297000,,FALSE
01ub000000DLAMxAAP,Mortascreen Bureau Licence,01sb00000028JroAAE,01tb00000021smkAAA,GBP,1000,TRUE,FALSE,1412946781000,005b0000000L061AAC,1412946790000,005b0000000L061AAC,1412946790000,,FALSE
01ub0000001KN44AAG,Pension Funds Online: UK Additional User Licences,01sb00000028JroAAE,01tb0000001zQwpAAE,GBP,750,TRUE,FALSE,1392213478000,005b0000000L04AAAS,1392213478000,005b0000000L04AAAS,1419239645000,,FALSE
01ub000000lppAQAAY,HR Nation: Data Sale: Selection Fee,01sb00000028JroAAE,01tb0000003CEvjAAG,GBP,45,TRUE,FALSE,1420372908000,005b0000000L061AAC,1420372918000,005b0000000L061AAC,1420372918000,,FALSE
01ub000000DL9XAAA1,Smartdepart Monthly Flags,01sb00000028JroAAE,01tb00000021s5ZAAQ,GBP,0.16,TRUE,FALSE,1412761728000,005b0000000L061AAC,1412761728000,005b0000000L061AAC,1422523559000,,FALSE
01ub000000DL9UfAAL,Smartlink Subscription (Database: up to 10m records),01sb00000028JroAAE,01tb00000021ricAAA,GBP,50000,TRUE,FALSE,1412756332000,005b0000000L061AAC,1412756332000,005b0000000L061AAC,1422529762000,,FALSE
01ub000000DL9UQAA1,Smartlink Subscription (Database: up to 3m records),01sb00000028JroAAE,01tb00000021riWAAQ,GBP,22500,TRUE,FALSE,1412756292000,005b0000000L061AAC,1412756292000,005b0000000L061AAC,1422529787000,,FALSE
01ub000000DL9UBAA1,Smartlink Subscription (Database: up to 7.5m records),01sb00000028JroAAE,01tb00000021riaAAA,GBP,45000,TRUE,FALSE,1412756189000,005b0000000L061AAC,1412756189000,005b0000000L061AAC,1422529801000,,FALSE
01ub000000oQuJLAA0,Business Tax Update - Webinar,01sb00000028JroAAE,01tb0000003DGnHAAW,GBP,75,TRUE,FALSE,1433340940000,005b0000000L061AAC,1434576914000,005b0000000L061AAC,1434576914000,,FALSE
01ub000000oRJMFAA4,In-House - Accounting Principles,01sb00000028JroAAE,01tb0000003DYcbAAG,GBP,3000,TRUE,FALSE,1437336261000,005b0000000L061AAC,1437336277000,005b0000000L061AAC,1437336277000,,FALSE
01ub000000oSPQDAA4,In-House - Specialist VAT Update,01sb00000028JroAAE,01tb0000003DqNtAAK,GBP,2340,TRUE,FALSE,1439394973000,005b0000000L061AAC,1439395009000,005b0000000L061AAC,1439395009000,,FALSE
01ub000000oSPQmAAO,In-House - FRS 102 – First time Adoption,01sb00000028JroAAE,01tb0000003DqOSAA0,GBP,1250,TRUE,FALSE,1439395190000,005b0000000L061AAC,1439395190000,005b0000000L061AAC,1439395190000,,FALSE
01ub000000oSNTmAAO,Advanced Certificate in Fund Administration - Assignment,01sb00000028JroAAE,01tb0000003DoPQAA0,GBP,161,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565833000,,FALSE
01ub000000oSNUjAAO,Trusts: Law & Practice - Scotland - Workshop 1,01sb00000028JroAAE,01tb0000003DoOUAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567629000,,FALSE
01ub000000oSNTkAAO,Taxation of Trusts & Estates - Scotland - Workshop 2,01sb00000028JroAAE,01tb0000003DoOaAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567635000,,FALSE
01ub000000oSNTTAA4,Trusts: Law & Practice - Scotland - Workshop 2,01sb00000028JroAAE,01tb0000003DoOWAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567645000,,FALSE
01ub000000oSNSiAAO,Trusts and Estates - England & Wales - Revision Workshop,01sb00000028JroAAE,01tb0000003DoPlAAK,GBP,150,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567967000,,FALSE
01ub000000DLE91AAH,SJ Live: Delegate Place,01sb00000028JroAAE,01tb00000021vbbAAA,GBP,120,TRUE,FALSE,1413749845000,005b0000000L061AAC,1439794686000,005b0000000L061AAC,1439794710000,,FALSE
01ub000000DLE9GAAX,SJ Live: Delegate Place with Subscriber Discount,01sb00000028JroAAE,01tb00000021vbqAAA,GBP,99,TRUE,FALSE,1413750007000,005b0000000L061AAC,1413750018000,005b0000000L061AAC,1439794908000,,FALSE
01ub000000oQuJaAAK,In-House - Construction Industry Scheme,01sb00000028JroAAE,01tb0000003DGnWAAW,GBP,895,TRUE,FALSE,1433340941000,005b0000000L061AAC,1433340941000,005b0000000L061AAC,1440495765000,,FALSE
01ub000000DL8zNAAT,Mortascreen Monthly Flags,01sb00000028JroAAE,01tb00000021qqeAAA,GBP,0.35,TRUE,FALSE,1412686322000,005b0000000L061AAC,1412686322000,005b0000000L061AAC,1412686322000,,FALSE
01ub000000DL99cAAD,Halo Subscription (Database: over 1m records),01sb00000028JroAAE,01tb00000021rb1AAA,GBP,100000,TRUE,FALSE,1412698614000,005b0000000L061AAC,1412698614000,005b0000000L061AAC,1412698614000,,FALSE
01ub000000DLAMsAAP,Halo Bureau Licence,01sb00000028JroAAE,01tb00000021smfAAA,GBP,1000,TRUE,FALSE,1412946747000,005b0000000L061AAC,1412946757000,005b0000000L061AAC,1412946757000,,FALSE
01ub000000DLANCAA5,Smartlink Bureau Licence,01sb00000028JroAAE,01tb00000021smzAAA,GBP,1000,TRUE,FALSE,1412946869000,005b0000000L061AAC,1412946869000,005b0000000L061AAC,1422529743000,,FALSE
01ub000000DL9VJAA1,Smartdepart Subscription (Database: up to 7.5m records),01sb00000028JroAAE,01tb00000021riZAAQ,GBP,45000,TRUE,FALSE,1412756500000,005b0000000L061AAC,1412756500000,005b0000000L061AAC,1422529849000,,FALSE
01ub0000001LCoBAAW,Charity Financials: User Training,01sb00000028JroAAE,01tb00000020WumAAE,GBP,1000,TRUE,FALSE,1397031604000,005b0000000L061AAC,1397031604000,005b0000000L061AAC,1424789018000,,FALSE
01ub0000001KN3kAAG,Smee Legacy View: Data sale: Single Use,01sb00000028JroAAE,01tb0000001zQwLAAU,GBP,500,TRUE,FALSE,1392213184000,005b0000000L04AAAS,1392213184000,005b0000000L04AAAS,1392811729000,,FALSE
01ub000000DKERUAA5,HR Nation Spotlight,01sb00000028JroAAE,01tb00000021AxXAAU,GBP,700,TRUE,FALSE,1400495360000,005b0000000L061AAC,1400495360000,005b0000000L061AAC,1400495360000,,FALSE
01ub000000DL8zmAAD,Mortascreen Output Fee,01sb00000028JroAAE,01tb00000021qqyAAA,GBP,85,TRUE,FALSE,1412686512000,005b0000000L061AAC,1412698688000,005b0000000L061AAC,1412698688000,,FALSE
01ub000000DL9WbAAL,QuickPages Lead Generation Cost per Call,01sb00000028JroAAE,01tb00000021s4vAAA,GBP,9.23,TRUE,FALSE,1412760631000,005b0000000L061AAC,1412760631000,005b0000000L061AAC,1415353923000,,FALSE
01ub000000DLLO7AAP,QuickPages Lead Generation Commission 10%,01sb00000028JroAAE,01tb000000222bOAAQ,GBP,7500,TRUE,FALSE,1415354775000,005b0000000L04jAAC,1415354775000,005b0000000L04jAAC,1415354775000,,FALSE
01ub000000lpxY6AAI,Attendance at Hearing,01sb00000028JroAAE,01tb0000003CIyyAAG,GBP,100,TRUE,FALSE,1421790904000,005b0000000L061AAC,1421790904000,005b0000000L061AAC,1421790904000,,FALSE
01ub000000DL9UpAAL,Smartdepart Subscription (Database: up to 10m records),01sb00000028JroAAE,01tb00000021ribAAA,GBP,50000,TRUE,FALSE,1412756419000,005b0000000L061AAC,1412756419000,005b0000000L061AAC,1422529843000,,FALSE
01ub000000DL9UuAAL,Smartdepart Subscription (Database: up to 1m records),01sb00000028JroAAE,01tb00000021riRAAQ,GBP,7500,TRUE,FALSE,1412756435000,005b0000000L061AAC,1412756435000,005b0000000L061AAC,1422529872000,,FALSE
01ub000000oPkrCAAS,Mortascreen Screening,01sb00000028JroAAE,01tb0000003CVefAAG,GBP,100,TRUE,FALSE,1425421039000,005b0000000L061AAC,1425421051000,005b0000000L061AAC,1425421051000,,FALSE
01ub000000oQuJGAA0,Banking & Treasury Update recorded webinar,01sb00000028JroAAE,01tb0000003DGnCAAW,GBP,75,TRUE,FALSE,1433340940000,005b0000000L061AAC,1434576864000,005b0000000L061AAC,1434576864000,,FALSE
01ub000000oR6iEAAS,In-House - Tailoring Fees,01sb00000028JroAAE,01tb0000003DQChAAO,GBP,100,TRUE,FALSE,1435222137000,005b0000000L061AAC,1435222137000,005b0000000L061AAC,1435222137000,,FALSE
01ub000000oR6iJAAS,In-House - Expenses,01sb00000028JroAAE,01tb0000003DQCmAAO,GBP,100,TRUE,FALSE,1435222177000,005b0000000L061AAC,1435222177000,005b0000000L061AAC,1435222177000,,FALSE
01ub000000oSPQSAA4,In-House - HMRC Training,01sb00000028JroAAE,01tb0000003DqO8AAK,GBP,1250,TRUE,FALSE,1439395109000,005b0000000L061AAC,1439395115000,005b0000000L061AAC,1439395115000,,FALSE
01ub000000oSNSjAAO,Administration of Estates - England & Wales - Workshop 1,01sb00000028JroAAE,01tb0000003DoO9AAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565788000,,FALSE
01ub000000oSNTXAA4,Administration of Estates - Northern Ireland - Workshop 1,01sb00000028JroAAE,01tb0000003DoOdAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565803000,,FALSE
01ub000000oSNSeAAO,Administration of Trusts - Northern Ireland - Workshop 1,01sb00000028JroAAE,01tb0000003DoOtAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565838000,,FALSE
01ub000000oSNSOAA4,STEP International Information Session,01sb00000028JroAAE,01tb0000003DoNyAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567247000,,FALSE
01ub000000oSNSlAAO,Will Preparation - Exam - Resit,01sb00000028JroAAE,01tb0000003DoObAAK,GBP,150,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567265000,,FALSE
01ub000000oSNS3AAO,Will Preparation - Workshop Assessment - Resit,01sb00000028JroAAE,01tb0000003DoPGAA0,GBP,50,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567463000,,FALSE
01ub000000oSNUdAAO,Taxation of Trusts & Estates - England & Wales - Workshop 2,01sb00000028JroAAE,01tb0000003DoODAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567579000,,FALSE
01ub000000oSNUgAAO,Trusts and Estates - England & Wales - Workshop 1,01sb00000028JroAAE,01tb0000003DoOIAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567587000,,FALSE
01ub000000oSNTLAA4,Taxation of Trusts & Estates - Scotland - Computations Day,01sb00000028JroAAE,01tb0000003DoONAA0,GBP,150,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567670000,,FALSE
01ub000000oSNThAAO,Taxation of Trust & Estates - Northern Ireland - Computations Day,01sb00000028JroAAE,01tb0000003DoPUAA0,GBP,150,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567925000,,FALSE
01ub000000oSNTBAA4,Diploma in Fund Administration - Alternative Investment Funds - Assignment,01sb00000028JroAAE,01tb0000003DoPeAAK,GBP,161,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567942000,,FALSE
01ub000000oSQz1AAG,SJ Live: Networking Pass,01sb00000028JroAAE,01tb0000003DsC8AAK,GBP,120,TRUE,FALSE,1439794267000,005b0000000L061AAC,1439794267000,005b0000000L061AAC,1439794730000,,FALSE
01ub000000oQuLlAAK,VAT Update - Webinar Recording,01sb00000028JroAAE,01tb0000003DGphAAG,GBP,75,TRUE,FALSE,1433340941000,005b0000000L061AAC,1440495309000,005b0000000L061AAC,1440495309000,,FALSE
01ub000000oSNSJAA4,Will Preparation - Workshop Assessment,01sb00000028JroAAE,01tb0000003DoPFAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567370000,,FALSE
01ub000000DL9V9AAL,Smartdepart Subscription (Database: up to 5m records),01sb00000028JroAAE,01tb00000021rifAAA,GBP,30000,TRUE,FALSE,1412756480000,005b0000000L061AAC,1412756480000,005b0000000L061AAC,1422529837000,,FALSE
01ub000000oPgleAAC,Preparation of Draft High Costs Case Plan,01sb00000028JroAAE,01tb0000003CSZVAA4,GBP,25,TRUE,FALSE,1424613772000,005b0000000L061AAC,1424613772000,005b0000000L061AAC,1424613772000,,FALSE
01ub000000oSMv8AAG,Accountants & Tax Practitioners - Revision Workshop,01sb00000028JroAAE,01tb0000003DoMAAA0,GBP,0,TRUE,FALSE,1438873395000,005b0000000L1KUAA0,1438873395000,005b0000000L1KUAA0,1438873395000,,FALSE
01ub000000oSNUNAA4,Taxation of Trusts & Estates - Scotland - Resit,01sb00000028JroAAE,01tb0000003DoP2AAK,GBP,120,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567344000,,FALSE
01ub000000oSNUUAA4,Taxation of Trusts & Estates - England & Wales - Workshop 1,01sb00000028JroAAE,01tb0000003DoOCAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567576000,,FALSE
01ub000000oSNS5AAO,Trusts and Estates - England & Wales - Workshop 2,01sb00000028JroAAE,01tb0000003DoOKAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567590000,,FALSE
01ub000000oSNUEAA4,Trust & Executry Accounting - Scotland - Workshop 1,01sb00000028JroAAE,01tb0000003DoOcAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567853000,,FALSE
01ub000000oSNTgAAO,Administration of Trusts - England & Wales - Workshop 2,01sb00000028JroAAE,01tb0000003DoOEAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565826000,,FALSE
01ub000000oSNSUAA4,Will Preparation - Workshop 1,01sb00000028JroAAE,01tb0000003DoOTAA0,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567298000,,FALSE
01ub000000oSNSWAA4,Taxation of Trusts & Estates - England & Wales - Computations Day,01sb00000028JroAAE,01tb0000003DoOLAA0,GBP,150,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439567623000,,FALSE
01ub000000oQuJcAAK,In-House - Construction Industry Tax Refresher (tailored),01sb00000028JroAAE,01tb0000003DGnYAAW,GBP,2000,TRUE,FALSE,1433340941000,005b0000000L061AAC,1440495424000,005b0000000L061AAC,1440495773000,,FALSE
01ub000000oQuK8AAK,"In-House - Fraud Prevention, Deterrence, Detection & Investigation",01sb00000028JroAAE,01tb0000003DGo4AAG,GBP,5550,TRUE,FALSE,1433340941000,005b0000000L061AAC,1440495572000,005b0000000L061AAC,1440495787000,,FALSE
01ub000000oQuKGAA0,In-House - IFRS and UK GAAP Update,01sb00000028JroAAE,01tb0000003DGoCAAW,GBP,2000,TRUE,FALSE,1433340941000,005b0000000L061AAC,1440495710000,005b0000000L061AAC,1440495799000,,FALSE
01ub000000rK2slAAC,Advertising on Pension Funds Insider Newsletter,01sb00000028JroAAE,01tb0000003wMgfAAE,GBP,1000,TRUE,FALSE,1440672645000,005b0000000L061AAC,1440672645000,005b0000000L061AAC,1440672645000,,FALSE
01ub000000oSNS7AAO,Administration of Estates - England & Wales - Resit,01sb00000028JroAAE,01tb0000003DoO1AAK,GBP,120,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1440764362000,005b0000000L05NAAS,1440764362000,,FALSE
01ub000000rK9aMAAS,In House - FRS 102 Reporting Issues,01sb00000028JroAAE,01tb0000003wQblAAE,GBP,1800,TRUE,FALSE,1441275208000,005b0000000L05NAAS,1441275410000,005b0000000L05NAAS,1441275410000,,FALSE
01ub000000rK9q4AAC,Civil Litigation and Criminal Law: Delegate Place,01sb00000028JroAAE,01tb0000003wQqZAAU,EUR,190,TRUE,FALSE,1441311449000,005b0000000L061AAC,1441311449000,005b0000000L061AAC,1441311449000,,FALSE
01ub000000rK9qOAAS,Excellence in Report Writing: Delegate Place,01sb00000028JroAAE,01tb0000003wQqtAAE,EUR,465,TRUE,FALSE,1441313733000,005b0000000L061AAC,1441313733000,005b0000000L061AAC,1441313733000,,FALSE
01ub000000oSNUaAAO,International Trust Management (Exam only) - Resit,01sb00000028JroAAE,01tb0000003DoNrAAK,GBP,150,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1441351575000,005b0000000L05NAAS,1441351575000,,FALSE
01ub000000oSNUPAA4,Trust Creation Law & Practice - Exam only - Registration,01sb00000028JroAAE,01tb0000003DoNaAAK,GBP,252,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1441361140000,005b0000000L05NAAS,1441361140000,,FALSE
01ub000000oSNSNAA4,International Trust Management (Exam only) - Registration,01sb00000028JroAAE,01tb0000003DoNYAA0,GBP,244,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1441361225000,005b0000000L05NAAS,1441361225000,,FALSE
01ub000000sEDyWAAW,Deferral fee - Foundations,01sb00000028JroAAE,01tb0000004MHikAAG,GBP,0,TRUE,FALSE,1442833071000,005b0000000L05NAAS,1442833071000,005b0000000L05NAAS,1442833071000,,FALSE
01ub000000sEDzeAAG,Deferral fee - Administration of Estates,01sb00000028JroAAE,01tb0000004MHjsAAG,GBP,0,TRUE,FALSE,1442836050000,005b0000000L05NAAS,1442836050000,005b0000000L05NAAS,1442836050000,,FALSE
01ub000000DL99mAAD,Halo Output Fee,01sb00000028JroAAE,01tb00000021rbBAAQ,GBP,85,TRUE,FALSE,1412698672000,005b0000000L061AAC,1412698672000,005b0000000L061AAC,1412698672000,,FALSE
01ub000000DL9UVAA1,Smartlink Subscription (Database: up to 2m records),01sb00000028JroAAE,01tb00000021riUAAQ,GBP,15000,TRUE,FALSE,1412756304000,005b0000000L061AAC,1412756304000,005b0000000L061AAC,1422529780000,,FALSE
01ub000000oQB2rAAG,Halo Screening,01sb00000028JroAAE,01tb0000003Cqi1AAC,GBP,100,TRUE,FALSE,1429194118000,005b0000000L05NAAS,1429194118000,005b0000000L05NAAS,1429194118000,,FALSE
01ub000000DL9AuAAL,Halo Monthly Searches,01sb00000028JroAAE,01tb00000021rbaAAA,GBP,0.008,TRUE,FALSE,1412698848000,005b0000000L061AAC,1429611708000,005b0000000L05NAAS,1429611708000,,FALSE
01ub000000oQuJAAA0,Anti-Bribery tailored - half day (am),01sb00000028JroAAE,01tb0000003DGn6AAG,GBP,495,TRUE,FALSE,1433340940000,005b0000000L061AAC,1433340940000,005b0000000L061AAC,1433502879000,,FALSE
01ub000000oQuKJAA0,In-House - IFRS Refresher and Update,01sb00000028JroAAE,01tb0000003DGoFAAW,GBP,2000,TRUE,FALSE,1433340941000,005b0000000L061AAC,1435223513000,005b0000000L061AAC,1435223513000,,FALSE
01ub000000oSNTrAAO,Administration of Estates - Northern Ireland - Workshop 2,01sb00000028JroAAE,01tb0000003DoOfAAK,GBP,0,TRUE,FALSE,1438936075000,005b00000024A7xAAE,1438936075000,005b00000024A7xAAE,1439565806000,,FALSE
