ID,ISDELETED,NAME,CURRENCYISOCODE,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTACTIVITYDATE,LASTVIEWEDDATE,LASTREFERENCEDDATE,ISACTIVE__C,EMAIL_FOOTER__C,QUALIFICATION__C,NO_OF_ASSESSMENTS_PASSES_REQUIRED__C,OVERALL_PASS_MARK__C,EMAIL_HEADER__C,CREDITS__C,LEVEL__C,EXCLUDE_FROM_BOOKING_CONFIRMATION__C,BRAND__C,MARKING_MODEL__C,FOLDER_ID__C,SUPPRESS_SELF_FUNDERS_ACCESS__C,CERTIFICATE_PROGRAMME_NAME__C,COMMUNICATION_LANGUAGE__C,EMAIL_WELCOME__C
a3z0X000000CtQYQA0,FALSE,ICA International Diploma in Regulatory Compliance,GBP,1526909818000,005b0000000L1KUAA0,1562683457000,0050X000008uaG0QAI,1565126232000,,,,FALSE,"<span>We recommend that you attend all workshops as they really help bring the learning to life as well as provide guidance on how to approach your assessments. You’ll also get to meet other people on your course and benefit from shared experiences.</span><br><br><span>Your candidate number is listed at the top of this email and where possible should be quoted in all contact with us. You will also need this when submitting your ICA assessments.</span><br><br><span>If you’re on LinkedIn, please join the ICT Network and Study group here </span><a href=""https://www.linkedin.com/groups/4246170"" target=""_blank"">https://www.linkedin.com/groups/4246170</a><span> and take the time to follow us on Twitter </span><a href=""https://twitter.com/ictcompliance"" target=""_blank"">https://twitter.com/ictcompliance</a><span> and Facebook </span><a href=""https://www.facebook.com/ictcompliance"" target=""_blank"">https://www.facebook.com/ictcompliance</a><span> for useful updates and tips.</span><br><br><span>We hope you enjoy the course and if you need to get in touch with us or your tutor at any point, please do so through the Q&amp;A platform on the Learning Platform, by emailing us at </span><a href=""mailto:info@ictmiddleeast.com"" target=""_blank"">info@ictmiddleeast.com</a><span> or calling us on +</span><span style=""color: rgb(51, 51, 51); font-family: helvetica neue,helvetica,arial,sans-serif; font-size: 14px;"">971 4401 9310.</span>",a410X000000wnOrQAI,3,50,<br><span>We’ve listed the dates that are relevant to your course below and we’ll email you approximately two weeks before each date to remind you and let you know about locations and timings for the workshops. </span>,,Diploma,FALSE,a39b0000000Tdo4AAC,Avg. of Assessments,27,FALSE,ICA International Diploma in Regulatory Compliance,English,
a3z0X000000D0UDQA0,FALSE,Best Interest Assessor (BIA) (IH),GBP,1530627023000,005b0000002eGGJAA2,1571405582000,005b0000000L1KUAA0,1571405582000,,,,TRUE,"Please note that a light lunch will be provided on each day, could you please let us know of any dietary requirements you may have.<br> <br>This module is assessed in two parts. The first is a written submission, based on a scenario. The second assessment is a reflective piece of an observation of a Best Interest Assessment being completed. Please ensure you have a date for this observation arranged before the course starts.<br> <br>Please take care to read and understand the attached Module and Assessment Guide to familiarise yourself with the process and requirements for qualification. <br> <br>Also attached is the Getting Started Guide, this will help you through the essential stages you need in order to complete your application for the BIA Module, set up your University IT account and help you to familiarise yourself with the essential University sites and who you should contact if you need help.<br> <br> <br><b>Invoice:</b><br>Your invoice will follow and if you have paid online then this will be noted on the invoice.<br>Full payment must be received prior to the first day of training.<br> <br><b>National Union of Students (NUS)</b><br><a href=""http://www.bondsolon.com/"" target=""_blank"" title=""Bond Solon "">Bond Solon</a> is pleased to announce our partnership with <b>National Union of Students (NUS)</b>.<br> <br>As you are undertaking the <b>Best Interest Assessor (BIA) Qualifying Module</b> qualification, you are now eligible to purchase an ‘NUS Extra’ discount card.<br>This card offers you hundreds of discounts with market leading brands, including:
<ul><li><b>Amazon</b> - 5% discount</li><li><b>Apple </b>- Up to 15% discount</li><li><b>The Economist</b> - 12 issues for just £1 each</li><li><b>Odeon cinema</b> - 25% discount</li><li><b>Pizza Express</b> - 40% discount</li><li><b>The Co-operative Food </b>- 10% discount</li><li><b>Asos </b>- 10% discount</li><li><b>Office </b>- 10% discount</li></ul>
We are committed to put our clients at the heart of Bond Solon and everything that we do, and we wanted to make you aware of this exclusive benefit. You can now save money while learning.<br><br>If you would like more information about the ‘NUS Extra’ discount card and how you can purchase one, please visit <a href=""http://www.bondsolon.com/NUS partnership"" target=""_blank"" title=""www.bondsolon.com/NUS partnership "">www.bondsolon.com/NUS partnership </a><br><br>Kind Regards",a410X000000tBNrQAM,2,50,"I confirm that you are now booked to attend the <b>Bond Solon UCPPD Best Interest Assessor (BIA) Qualifying Module</b>, validated by Teesside University.<br> <br><b>University Enrolment</b><br><b>You are required to enrol with the University before attending the module. Please click on the below link and complete the form as soon as possible: </b><br> <br><a href=""https://protect-eu.mimecast.com/s/37lwBTpd1qns0?domain=e-vision.tees.ac.uk"" target=""_blank"">https://e-vision.tees.ac.uk/si_prod/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&amp;code1=PSWK4019NCEPD&amp;code2=0098&amp;code3=GUEST</a><br>  <br><b>Where you are asked ‘<i>who is responsible for paying your fees’</i>, please select ‘<i>other’</i> and in the field next to this type Bond Solon.</b><br> <br>For any technical issues please contact the <b>University Admissions Team on Tel: 01642 384110 .</b><br> <br><b>The Blackboard</b><br>After enrolment, you will receive information on the University’s interactive online system called the Blackboard. The Blackboard includes:
<ul><li>BIA Module and Assessment Guide*</li><li>MCA Codes of Practice*</li><li>DoLS Codes of Practice*</li><li>Law Society Guidance*</li><li>Reading List</li><li>TU’s Guidelines for Presentation and Referencing</li><li>TU’s Policy for Confidentiality and Consent</li><li>Discussion Forum</li></ul>
 <br><b>*You must ensure that you have access to these components during the face-to-face module delivery. This can either be physical, such as printed or purchased, or an electronic copy via a tablet.  </b><br> <br><b>You will also be required to submit your assessments via Blackboard.<br><br>The module will be delivered on the following dates:</b><br> ",,,TRUE,a39b0000000HoE0AAK,Avg. of Assessments,,FALSE,,English,
a3z0X000000D22zQAC,FALSE,ICA International Advanced Certificate in Anti Money Laundering - no assessment,GBP,1531300081000,005b0000000L1KUAA0,1562683457000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b0000000PJNCAA4,1,50,,,Advanced Certificate,TRUE,a39b00000008hMSAAY,Exam only,,FALSE,ICA International Advanced Certificate in Anti Money Laundering,English,
a3z0X000000D239QAC,FALSE,ICA International Advanced Certificate in Managing Fraud - no assessment,GBP,1531301537000,005b0000000L1KUAA0,1562683459000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b0000000kAQ3AAM,1,50,,,Advanced Certificate,FALSE,a39b00000008hMSAAY,Exam only,33,FALSE,ICA International Advanced Certificate in Managing Fraud,English,
a3z0X000000D23iQAC,FALSE,ICA Certificate in Compliance - no assessment,GBP,1531304963000,005b0000000L1KUAA0,1562683459000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b0000000PJN0AAO,1,50,,,Certificate,TRUE,a39b00000008hMSAAY,Exam only,,FALSE,ICA Certificate in Compliance,,
a3z0X000000D23sQAC,FALSE,ICA Certificate in Financial Crime Prevention - no assessment,GBP,1531305233000,005b0000000L1KUAA0,1562683457000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b0000000PJN1AAO,1,50,,,Certificate,TRUE,a39b00000008hMSAAY,Exam only,,FALSE,ICA Certificate in Financial Crime Prevention,,
a3z0X000000D23xQAC,FALSE,ICA Certificate in KYC & CDD - no assessment,GBP,1531305350000,005b0000000L1KUAA0,1562683457000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b0000000g6FPAAY,1,50,,,Certificate,TRUE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Certificate in KYC & CDD,,
a3z0X000000D242QAC,FALSE,ICA Certificate in Managing Sanctions Risk - no assessment,GBP,1531305447000,005b0000000L1KUAA0,1562683459000,0050X000008uaG0QAI,1565126232000,,,,TRUE,,a41b00000009jo0AAA,1,50,,,Certificate,TRUE,a39b00000008hMSAAY,Exam only,,FALSE,ICA Certificate in Managing Sanctions Risk,,
a3z0X000000D3LsQAK,FALSE,ICA Specialist Certificate in Anti Corruption Online,GBP,1531837394000,005b0000000L1KUAA0,1591947865000,005b0000000LhTfAAK,1591947865000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.<br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b00000009jo0AAA,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,,FALSE,ICA Specialist Certificate in Anti Corruption,,
a3z0X000000D3LxQAK,FALSE,ICA Certificate in Anti Money Laundering,GBP,1531838306000,005b0000000L1KUAA0,1573750297000,005b0000000LhV1AAK,1573750297000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video.</a> <br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b0000000PJMzAAO,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date. ",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,23,FALSE,ICA Certificate in Anti Money Laundering,,
a3z0X000000D3W2QAK,FALSE,ICA Certificate in Anti Money Laundering - In-House,GBP,1531908394000,005b0000000L1KUAA0,1573750253000,005b0000000LhV1AAK,1573750253000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video. </a><br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b0000000PJMzAAO,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,23,FALSE,ICA Certificate in Anti Money Laundering,,
a3z0X000000D3W7QAK,FALSE,ICA Certificate in Anti Money Laundering Online,GBP,1531908656000,005b0000000L1KUAA0,1573750273000,005b0000000LhV1AAK,1573750273000,,,,TRUE,<b>What happens next?</b> To get started with your studies watch this <a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.<br><br>If you have any questions please get in touch with us by emailing studentservices@int-comp.org or calling us on +44 (0)121 362 7534. We hope you enjoy your studies.,a41b0000000PJMzAAO,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br><br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. <br><br>Here are the key dates for your course and we&#39;ll send you an email reminder two weeks before each date.",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,23,FALSE,ICA Certificate in Anti Money Laundering,,
a3z0X000000D3WMQA0,FALSE,ICA Certificate in Compliance,GBP,1531910773000,005b0000000L1KUAA0,1573751217000,005b0000000LhkBAAS,1573751217000,,,,TRUE,<b>What happens next?</b> to get started with your studies watch this <b><a href=""http://www.kaltura.com/tiny/qnijl"" target=""_blank"">video</a>.</b> <br><br>Should you have any questions please get in touch with us by emailing <a href=""mailto:studentservices@int-comp.org"" target=""_blank"">studentservices@int-comp.org</a> or calling us on +44 (0)121 362 7534.  We wish you every success in your studies.,a41b0000000PJN0AAO,1,69.5,"To access your course materials, go to the ICA website click on the blue “Course login” tab.  When you log in for the first time you will be prompted to change your password. If you&#39;ve studied with us before or are already an ICA member you can use your existing login details.<br>You’ll have access to the course for three months and you can take the online examination at any point during this period.<br><br>Please note you will receive a separate booking confirmation regarding your membership and your member resources are available by clicking on the pink “Member Login” tab. ",,Certificate,FALSE,a39b00000008hMSAAY,Avg. of Assessments,24,FALSE,ICA Certificate in Compliance,,
